ID,File_Name,Crop_Index,R_mean,G_mean,B_mean
M_158_1,M_158_1.mp4_sec_0016.jpg,3,212.0532,112.0089,166.0237
M_158_1,M_158_1.mp4_sec_0016.jpg,4,213.5225,119.1079,170.4368
M_158_1,M_158_1.mp4_sec_0016.jpg,5,209.3149,110.9985,162.4582
M_158_1,M_158_1.mp4_sec_0016.jpg,6,211.4508,112.0746,165.0953
M_158_1,M_158_1.mp4_sec_0016.jpg,7,212.0067,112.0067,166.0067
M_158_1,M_158_1.mp4_sec_0016.jpg,8,210.952,110.9387,164.9431
M_158_1,M_158_1.mp4_sec_0016.jpg,9,211.5861,110.946,165.1582
M_158_1,M_158_1.mp4_sec_0016.jpg,10,211.0591,113.0532,163.8758
M_158_1,M_158_1.mp4_sec_0017.jpg,1,212.4228,111.7797,166.0089
M_158_1,M_158_1.mp4_sec_0017.jpg,2,212.8588,118.9867,170.051
M_158_1,M_158_1.mp4_sec_0017.jpg,3,209.9387,111.9298,162.9431
M_158_1,M_158_1.mp4_sec_0017.jpg,4,212.0939,114.4316,165.4109
M_158_1,M_158_1.mp4_sec_0017.jpg,5,209.9564,111.9623,162.9623
M_158_1,M_158_1.mp4_sec_0017.jpg,6,210.9202,111.7613,164.4715
M_158_1,M_158_1.mp4_sec_0017.jpg,7,212.9712,111.5144,166.0
M_158_1,M_158_1.mp4_sec_0017.jpg,8,210.9165,110.0739,164.3562
M_158_1,M_158_1.mp4_sec_0017.jpg,9,212.0421,111.578,165.7347
M_158_1,M_158_1.mp4_sec_0017.jpg,10,211.1109,112.9113,164.2106
M_158_1,M_158_1.mp4_sec_0018.jpg,1,212.0399,112.0458,165.8374
M_158_1,M_158_1.mp4_sec_0018.jpg,2,211.9675,112.0606,165.7406
M_158_1,M_158_1.mp4_sec_0018.jpg,3,212.6911,120.6814,171.7975
M_158_1,M_158_1.mp4_sec_0018.jpg,4,211.4368,113.4235,164.3407
M_158_1,M_158_1.mp4_sec_0018.jpg,5,212.0126,112.0126,166.0126
M_158_1,M_158_1.mp4_sec_0018.jpg,6,211.8788,112.1101,165.4656
M_158_1,M_158_1.mp4_sec_0018.jpg,7,211.9024,112.0887,165.6157
M_158_1,M_158_1.mp4_sec_0018.jpg,8,211.5418,113.3052,163.7406
M_158_1,M_158_1.mp4_sec_0018.jpg,9,209.6334,110.3666,163.2668
M_158_1,M_158_1.mp4_sec_0018.jpg,10,210.7361,112.986,164.1419
M_158_1,M_158_1.mp4_sec_0019.jpg,1,212.0015,112.0776,165.8064
M_158_1,M_158_1.mp4_sec_0019.jpg,2,212.1227,111.9194,166.0
M_158_1,M_158_1.mp4_sec_0019.jpg,3,210.4457,112.4457,163.4457
M_158_1,M_158_1.mp4_sec_0019.jpg,4,210.2986,110.677,164.1486
M_158_1,M_158_1.mp4_sec_0019.jpg,5,211.4486,113.1086,164.5935
M_158_1,M_158_1.mp4_sec_0019.jpg,6,212.8101,111.5935,166.0074
M_158_1,M_158_1.mp4_sec_0019.jpg,7,212.0007,112.0037,165.9993
M_158_1,M_158_1.mp4_sec_0019.jpg,8,212.5765,111.7118,166.0015
M_158_1,M_158_1.mp4_sec_0019.jpg,9,210.8064,110.5285,164.6186
M_158_1,M_158_1.mp4_sec_0019.jpg,10,211.9002,112.1168,165.5225
M_158_1,M_158_1.mp4_sec_0020.jpg,1,211.473,113.473,164.139
M_158_1,M_158_1.mp4_sec_0020.jpg,2,212.1013,112.0658,166.0776
M_158_1,M_158_1.mp4_sec_0020.jpg,3,209.7384,111.7384,162.7384
M_158_1,M_158_1.mp4_sec_0020.jpg,4,212.0562,112.0059,165.9852
M_158_1,M_158_1.mp4_sec_0020.jpg,5,211.0347,113.1545,164.1493
M_158_1,M_158_1.mp4_sec_0020.jpg,6,211.0458,112.9542,164.0916
M_158_1,M_158_1.mp4_sec_0020.jpg,7,212.3784,111.8137,166.003
M_158_1,M_158_1.mp4_sec_0020.jpg,8,211.8684,111.8684,165.8684
M_158_1,M_158_1.mp4_sec_0020.jpg,9,211.5329,113.2432,164.3673
M_158_1,M_158_1.mp4_sec_0020.jpg,10,211.5942,113.167,163.5092
M_158_1,M_158_1.mp4_sec_0021.jpg,1,212.221,112.3008,166.1855
M_158_1,M_158_1.mp4_sec_0021.jpg,2,213.439,120.2276,171.9505
M_158_1,M_158_1.mp4_sec_0021.jpg,3,209.7746,110.2254,163.5455
M_158_1,M_158_1.mp4_sec_0021.jpg,4,211.7687,111.5492,165.6223
M_158_1,M_158_1.mp4_sec_0021.jpg,5,212.3311,111.8285,166.0007
M_158_1,M_158_1.mp4_sec_0021.jpg,6,211.8145,113.9246,164.8544
M_158_1,M_158_1.mp4_sec_0021.jpg,7,213.2299,114.1131,166.833
M_158_1,M_158_1.mp4_sec_0021.jpg,8,209.66,111.4449,162.7517
M_158_1,M_158_1.mp4_sec_0021.jpg,9,211.5514,110.7664,165.0296
M_158_1,M_158_1.mp4_sec_0021.jpg,10,210.3186,112.2905,163.3075
M_158_1,M_158_1.mp4_sec_0022.jpg,1,212.9719,111.4605,165.969
M_158_1,M_158_1.mp4_sec_0022.jpg,2,210.1959,111.6282,163.4272
M_158_1,M_158_1.mp4_sec_0022.jpg,3,211.0,113.0,164.0
M_158_1,M_158_1.mp4_sec_0022.jpg,4,210.6497,111.5395,164.1973
M_158_1,M_158_1.mp4_sec_0022.jpg,5,211.6711,113.8093,164.4361
M_158_1,M_158_1.mp4_sec_0022.jpg,6,212.1929,113.15,165.7768
M_158_1,M_158_1.mp4_sec_0022.jpg,7,211.7908,112.986,165.1899
M_158_1,M_158_1.mp4_sec_0022.jpg,8,210.8795,113.5905,164.6068
M_158_1,M_158_1.mp4_sec_0022.jpg,9,210.9985,112.9985,163.9985
M_158_1,M_158_1.mp4_sec_0022.jpg,10,211.0702,111.0584,165.0628
M_158_1,M_158_1.mp4_sec_0023.jpg,1,211.7413,112.1109,165.5462
M_158_1,M_158_1.mp4_sec_0023.jpg,2,212.9202,111.5654,165.7894
M_158_1,M_158_1.mp4_sec_0023.jpg,3,212.949,119.0495,170.9475
M_158_1,M_158_1.mp4_sec_0023.jpg,4,210.2528,112.2572,163.2513
M_158_1,M_158_1.mp4_sec_0023.jpg,5,212.4132,111.8426,166.034
M_158_1,M_158_1.mp4_sec_0023.jpg,6,212.0,112.0,166.0
M_158_1,M_158_1.mp4_sec_0023.jpg,7,212.7724,119.1301,170.4102
M_158_1,M_158_1.mp4_sec_0023.jpg,8,211.4649,113.8803,164.8248
M_158_1,M_158_1.mp4_sec_0023.jpg,9,210.9616,111.4124,164.6349
M_158_1,M_158_1.mp4_sec_0023.jpg,10,212.9963,119.6704,170.4479
M_158_1,M_158_1.mp4_sec_0024.jpg,1,211.51,113.6268,164.6171
M_158_1,M_158_1.mp4_sec_0024.jpg,2,211.2417,113.2299,164.1293
M_158_1,M_158_1.mp4_sec_0024.jpg,3,211.7214,111.4183,165.5218
M_158_1,M_158_1.mp4_sec_0024.jpg,4,211.5004,112.507,165.0007
M_158_1,M_158_1.mp4_sec_0024.jpg,5,211.9985,112.0015,165.997
M_158_1,M_158_1.mp4_sec_0024.jpg,6,211.2712,113.2712,164.1116
M_158_1,M_158_1.mp4_sec_0024.jpg,7,210.4058,112.966,163.9061
M_158_1,M_158_1.mp4_sec_0024.jpg,8,211.2476,113.6962,164.731
M_158_1,M_158_1.mp4_sec_0024.jpg,9,212.1146,116.1375,167.2055
M_158_1,M_158_1.mp4_sec_0024.jpg,10,212.1685,111.8411,165.8773
M_158_1,M_158_1.mp4_sec_0025.jpg,1,208.9963,110.9963,161.9963
M_158_1,M_158_1.mp4_sec_0025.jpg,2,209.0,111.0,162.0
M_158_1,M_158_1.mp4_sec_0025.jpg,3,212.3592,112.7509,166.2033
M_158_1,M_158_1.mp4_sec_0025.jpg,4,211.3525,113.9364,164.2114
M_158_1,M_158_1.mp4_sec_0025.jpg,5,212.762,110.9202,165.5477
M_158_1,M_158_1.mp4_sec_0025.jpg,6,212.0259,112.0259,166.0259
M_158_1,M_158_1.mp4_sec_0025.jpg,7,210.5314,112.626,163.6305
M_158_1,M_158_1.mp4_sec_0025.jpg,8,209.4368,110.6741,162.8034
M_158_1,M_158_1.mp4_sec_0025.jpg,9,212.3415,111.5536,165.8182
M_158_1,M_158_1.mp4_sec_0025.jpg,10,211.5846,113.8877,164.6415
M_158_1,M_158_1.mp4_sec_0026.jpg,1,212.0,112.0,166.0
M_158_1,M_158_1.mp4_sec_0026.jpg,2,212.0835,111.7554,166.4501
M_158_1,M_158_1.mp4_sec_0026.jpg,3,211.4885,113.105,164.8677
M_158_1,M_158_1.mp4_sec_0026.jpg,4,211.1596,112.8891,164.2912
M_158_1,M_158_1.mp4_sec_0026.jpg,5,211.4989,113.6704,163.5625
M_158_1,M_158_1.mp4_sec_0026.jpg,6,211.3289,113.3474,163.4671
M_158_1,M_158_1.mp4_sec_0026.jpg,7,211.473,111.1922,165.2868
M_158_1,M_158_1.mp4_sec_0026.jpg,8,212.1604,111.9231,165.9616
M_158_1,M_158_1.mp4_sec_0026.jpg,9,211.0,113.0,164.0
M_158_1,M_158_1.mp4_sec_0026.jpg,10,211.2986,113.5573,163.6918
M_158_1,M_158_1.mp4_sec_0027.jpg,1,212.0458,112.0303,166.0429
M_158_1,M_158_1.mp4_sec_0027.jpg,2,212.4198,111.6851,165.9335
M_158_1,M_158_1.mp4_sec_0027.jpg,3,213.3378,118.357,170.0155
M_158_1,M_158_1.mp4_sec_0027.jpg,4,210.7021,112.3902,163.963
M_158_1,M_158_1.mp4_sec_0027.jpg,5,210.5514,110.4435,164.4804
M_158_1,M_158_1.mp4_sec_0027.jpg,6,211.1885,110.3873,164.6615
M_158_1,M_158_1.mp4_sec_0027.jpg,7,212.0148,111.9926,166.0
M_158_1,M_158_1.mp4_sec_0027.jpg,8,212.7916,113.5765,166.3836
M_158_1,M_158_1.mp4_sec_0027.jpg,9,211.8226,112.1892,165.6098
M_158_1,M_158_1.mp4_sec_0027.jpg,10,211.7413,114.8197,166.3156
M_158_1,M_158_1.mp4_sec_0028.jpg,1,211.2417,111.4486,165.1382
M_158_1,M_158_1.mp4_sec_0028.jpg,2,212.861,119.3075,171.02
M_158_1,M_158_1.mp4_sec_0028.jpg,3,211.1367,113.1367,163.9475
M_158_1,M_158_1.mp4_sec_0028.jpg,4,210.3348,112.3348,163.3348
M_158_1,M_158_1.mp4_sec_0028.jpg,5,212.1035,111.9483,166.0
M_158_1,M_158_1.mp4_sec_0028.jpg,6,212.2047,111.9593,166.0421
M_158_1,M_158_1.mp4_sec_0028.jpg,7,212.0266,112.0266,166.0266
M_158_1,M_158_1.mp4_sec_0028.jpg,8,210.9505,111.2373,164.8248
M_158_1,M_158_1.mp4_sec_0028.jpg,9,212.0222,111.9202,165.9601
M_158_1,M_158_1.mp4_sec_0028.jpg,10,211.2018,111.2018,165.2018
M_158_1,M_158_1.mp4_sec_0029.jpg,1,211.3518,111.3518,165.3518
M_158_1,M_158_1.mp4_sec_0029.jpg,2,213.4154,114.9682,166.7583
M_158_1,M_158_1.mp4_sec_0029.jpg,3,210.5639,114.6046,164.8877
M_158_1,M_158_1.mp4_sec_0029.jpg,4,212.0281,116.1811,167.2609
M_158_1,M_158_1.mp4_sec_0029.jpg,5,209.3356,111.3356,162.3356
M_158_1,M_158_1.mp4_sec_0029.jpg,6,211.8522,112.1508,165.7103
M_158_1,M_158_1.mp4_sec_0029.jpg,7,211.0902,113.0798,163.5743
M_158_1,M_158_1.mp4_sec_0029.jpg,8,211.8367,113.595,165.7864
M_158_1,M_158_1.mp4_sec_0029.jpg,9,212.2284,120.5809,171.8773
M_158_1,M_158_1.mp4_sec_0029.jpg,10,212.2276,114.5018,166.3777
M_158_1,M_158_1.mp4_sec_0030.jpg,1,212.1559,111.9254,166.0052
M_158_1,M_158_1.mp4_sec_0030.jpg,2,213.0495,116.2454,167.1382
M_158_1,M_158_1.mp4_sec_0030.jpg,3,212.2069,111.83,165.9557
M_158_1,M_158_1.mp4_sec_0030.jpg,4,211.4508,112.5292,164.4331
M_158_1,M_158_1.mp4_sec_0030.jpg,5,209.7147,111.7147,162.7147
M_158_1,M_158_1.mp4_sec_0030.jpg,6,209.5366,110.4945,162.8034
M_158_1,M_158_1.mp4_sec_0030.jpg,7,209.5137,111.5137,162.5137
M_158_1,M_158_1.mp4_sec_0030.jpg,8,211.4819,113.5403,163.8078
M_158_1,M_158_1.mp4_sec_0030.jpg,9,212.0177,111.9778,165.9911
M_158_1,M_158_1.mp4_sec_0030.jpg,10,211.0806,111.1101,164.9032
M_158_1,M_158_1.mp4_sec_0031.jpg,1,212.0118,112.0118,166.0118
M_158_1,M_158_1.mp4_sec_0031.jpg,2,211.2439,110.9143,165.0251
M_158_1,M_158_1.mp4_sec_0031.jpg,3,211.255,113.2927,164.5979
M_158_1,M_158_1.mp4_sec_0031.jpg,4,212.0643,112.9217,165.6445
M_158_1,M_158_1.mp4_sec_0031.jpg,5,212.0687,112.0687,166.0687
M_158_1,M_158_1.mp4_sec_0031.jpg,6,209.2956,110.9202,162.4834
M_158_1,M_158_1.mp4_sec_0031.jpg,7,212.068,111.9579,165.0044
M_158_1,M_158_1.mp4_sec_0031.jpg,8,211.4494,113.5492,164.6778
M_158_1,M_158_1.mp4_sec_0031.jpg,9,211.4789,113.099,164.7413
M_158_1,M_158_1.mp4_sec_0031.jpg,10,210.9327,111.2727,164.2602
M_158_1,M_158_1.mp4_sec_0032.jpg,1,213.2838,111.3792,166.017
M_158_1,M_158_1.mp4_sec_0032.jpg,2,212.0347,111.9069,165.9505
M_158_1,M_158_1.mp4_sec_0032.jpg,3,212.2454,111.8744,166.0
M_158_1,M_158_1.mp4_sec_0032.jpg,4,213.6201,119.3333,170.6519
M_158_1,M_158_1.mp4_sec_0032.jpg,5,210.7724,112.5536,163.8936
M_158_1,M_158_1.mp4_sec_0032.jpg,6,211.1013,111.4508,164.9231
M_158_1,M_158_1.mp4_sec_0032.jpg,7,211.2417,110.6142,164.8234
M_158_1,M_158_1.mp4_sec_0032.jpg,8,211.7029,111.2609,165.2757
M_158_1,M_158_1.mp4_sec_0032.jpg,9,210.9852,113.1486,164.439
M_158_1,M_158_1.mp4_sec_0032.jpg,10,212.2106,112.2742,166.0177
M_158_1,M_158_1.mp4_sec_0033.jpg,1,212.7147,110.8936,165.1567
M_158_1,M_158_1.mp4_sec_0033.jpg,2,213.0022,111.5573,166.0399
M_158_1,M_158_1.mp4_sec_0033.jpg,3,212.3843,111.8367,166.0192
M_158_1,M_158_1.mp4_sec_0033.jpg,4,212.1619,112.1486,166.153
M_158_1,M_158_1.mp4_sec_0033.jpg,5,210.5225,110.7517,164.3415
M_158_1,M_158_1.mp4_sec_0033.jpg,6,212.252,114.0953,165.9653
M_158_1,M_158_1.mp4_sec_0033.jpg,7,211.8455,113.5713,164.8574
M_158_1,M_158_1.mp4_sec_0033.jpg,8,211.065,113.1375,163.8847
M_158_1,M_158_1.mp4_sec_0033.jpg,9,210.7021,110.2676,164.4124
M_158_1,M_158_1.mp4_sec_0033.jpg,10,212.9741,111.5425,165.9771
M_158_1,M_158_1.mp4_sec_0034.jpg,1,211.9956,112.0044,165.9911
M_158_1,M_158_1.mp4_sec_0034.jpg,2,211.0,113.0,164.0
M_158_1,M_158_1.mp4_sec_0034.jpg,3,211.7746,113.6548,164.9911
M_158_1,M_158_1.mp4_sec_0034.jpg,4,212.8396,111.5743,166.0
M_158_1,M_158_1.mp4_sec_0034.jpg,5,211.5935,112.6282,164.493
M_158_1,M_158_1.mp4_sec_0034.jpg,6,210.9985,112.9852,164.0251
M_158_1,M_158_1.mp4_sec_0034.jpg,7,211.0,113.0,164.0
M_158_1,M_158_1.mp4_sec_0034.jpg,8,211.7251,112.2875,165.4139
M_158_1,M_158_1.mp4_sec_0034.jpg,9,212.1959,111.5115,165.7435
M_158_1,M_158_1.mp4_sec_0034.jpg,10,210.9431,112.6977,164.0739
M_158_1,M_158_1.mp4_sec_0035.jpg,1,212.0177,111.1242,165.425
M_158_1,M_158_1.mp4_sec_0035.jpg,2,212.3917,116.5115,166.9845
M_158_1,M_158_1.mp4_sec_0035.jpg,3,211.9039,111.9039,165.9039
M_158_1,M_158_1.mp4_sec_0035.jpg,4,211.1552,112.7295,164.3902
M_158_1,M_158_1.mp4_sec_0035.jpg,5,211.8928,111.8219,165.476
M_158_1,M_158_1.mp4_sec_0035.jpg,6,212.2262,112.3496,166.1811
M_158_1,M_158_1.mp4_sec_0035.jpg,7,211.9653,112.2291,165.8078
M_158_1,M_158_1.mp4_sec_0035.jpg,8,210.8056,111.9409,164.1899
M_158_1,M_158_1.mp4_sec_0035.jpg,9,212.0163,112.0163,166.0163
M_158_1,M_158_1.mp4_sec_0035.jpg,10,211.3016,113.2291,164.3947
M_158_2,M_158_2.mp4_sec_0000.jpg,1,211.3688,111.4959,165.2816
M_158_2,M_158_2.mp4_sec_0000.jpg,2,212.2033,112.1766,166.1944
M_158_2,M_158_2.mp4_sec_0000.jpg,3,211.4782,112.5868,164.8204
M_158_2,M_158_2.mp4_sec_0000.jpg,4,212.4612,111.7694,166.0
M_158_2,M_158_2.mp4_sec_0000.jpg,5,210.6534,112.5469,163.7361
M_158_2,M_158_2.mp4_sec_0000.jpg,6,212.0052,111.4464,165.6356
M_158_2,M_158_2.mp4_sec_0000.jpg,7,212.1944,111.6755,166.6452
M_158_2,M_158_2.mp4_sec_0000.jpg,8,210.2609,112.4516,163.4235
M_158_2,M_158_2.mp4_sec_0000.jpg,9,213.3356,113.8101,167.0776
M_158_2,M_158_2.mp4_sec_0000.jpg,10,211.6245,112.1271,165.3762
M_158_2,M_158_2.mp4_sec_0001.jpg,1,211.5854,113.5809,163.3407
M_158_2,M_158_2.mp4_sec_0001.jpg,2,211.4132,113.4132,164.2417
M_158_2,M_158_2.mp4_sec_0001.jpg,3,211.9298,116.4952,167.3097
M_158_2,M_158_2.mp4_sec_0001.jpg,4,210.3459,113.6948,164.4021
M_158_2,M_158_2.mp4_sec_0001.jpg,5,212.0783,111.7997,165.8936
M_158_2,M_158_2.mp4_sec_0001.jpg,6,212.0,112.0,166.0
M_158_2,M_158_2.mp4_sec_0001.jpg,7,211.7302,111.6327,165.6652
M_158_2,M_158_2.mp4_sec_0001.jpg,8,211.8803,111.8803,165.8803
M_158_2,M_158_2.mp4_sec_0001.jpg,9,211.5536,112.5248,164.9978
M_158_2,M_158_2.mp4_sec_0001.jpg,10,211.8396,111.8396,165.8396
M_158_2,M_158_2.mp4_sec_0002.jpg,1,211.8064,112.2631,165.2284
M_158_2,M_158_2.mp4_sec_0002.jpg,2,212.7894,111.5425,165.9616
M_158_2,M_158_2.mp4_sec_0002.jpg,3,211.952,112.1353,165.7236
M_158_2,M_158_2.mp4_sec_0002.jpg,4,211.9475,111.9453,165.9254
M_158_2,M_158_2.mp4_sec_0002.jpg,5,212.1308,111.4649,165.2668
M_158_2,M_158_2.mp4_sec_0002.jpg,6,212.4701,111.7664,165.884
M_158_2,M_158_2.mp4_sec_0002.jpg,7,209.9217,111.9217,162.9217
M_158_2,M_158_2.mp4_sec_0002.jpg,8,211.9527,112.0576,165.8699
M_158_2,M_158_2.mp4_sec_0002.jpg,9,210.2003,112.2003,163.2003
M_158_2,M_158_2.mp4_sec_0002.jpg,10,211.3525,111.3525,165.3525
M_158_2,M_158_2.mp4_sec_0003.jpg,1,210.1604,112.02,163.2306
M_158_2,M_158_2.mp4_sec_0003.jpg,2,211.7317,111.7317,165.7317
M_158_2,M_158_2.mp4_sec_0003.jpg,3,211.9712,111.9712,165.9712
M_158_2,M_158_2.mp4_sec_0003.jpg,4,213.139,111.3984,165.9845
M_158_2,M_158_2.mp4_sec_0003.jpg,5,211.0732,110.1744,164.4767
M_158_2,M_158_2.mp4_sec_0003.jpg,6,212.371,112.0983,166.1478
M_158_2,M_158_2.mp4_sec_0003.jpg,7,211.986,111.9948,165.9948
M_158_2,M_158_2.mp4_sec_0003.jpg,8,211.6482,112.9616,165.1848
M_158_2,M_158_2.mp4_sec_0003.jpg,9,211.456,111.2136,165.2964
M_158_2,M_158_2.mp4_sec_0003.jpg,10,212.3747,111.677,165.9113
M_158_2,M_158_2.mp4_sec_0004.jpg,1,212.1744,111.7561,165.8965
M_158_2,M_158_2.mp4_sec_0004.jpg,2,211.5514,113.5307,163.4989
M_158_2,M_158_2.mp4_sec_0004.jpg,3,212.0924,110.5322,164.9579
M_158_2,M_158_2.mp4_sec_0004.jpg,4,211.5898,114.5107,164.9475
M_158_2,M_158_2.mp4_sec_0004.jpg,5,212.8507,119.0325,169.8965
M_158_2,M_158_2.mp4_sec_0004.jpg,6,209.4531,111.4324,161.8411
M_158_2,M_158_2.mp4_sec_0004.jpg,7,210.8677,113.0717,163.8936
M_158_2,M_158_2.mp4_sec_0004.jpg,8,212.3902,112.5942,166.269
M_158_2,M_158_2.mp4_sec_0004.jpg,9,211.8987,111.7376,165.7938
M_158_2,M_158_2.mp4_sec_0004.jpg,10,212.9889,111.0407,165.697
M_158_2,M_158_2.mp4_sec_0005.jpg,1,209.5551,111.4486,162.6009
M_158_2,M_158_2.mp4_sec_0005.jpg,2,211.5588,113.5588,163.7413
M_158_2,M_158_2.mp4_sec_0005.jpg,3,211.9061,111.9061,165.9061
M_158_2,M_158_2.mp4_sec_0005.jpg,4,212.66,111.6667,166.0
M_158_2,M_158_2.mp4_sec_0005.jpg,5,214.9298,116.8928,167.98
M_158_2,M_158_2.mp4_sec_0005.jpg,6,212.9327,111.5395,166.0118
M_158_2,M_158_2.mp4_sec_0005.jpg,7,211.6585,112.3459,165.3075
M_158_2,M_158_2.mp4_sec_0005.jpg,8,211.9409,112.0739,165.8374
M_158_2,M_158_2.mp4_sec_0005.jpg,9,211.9564,111.9564,165.9564
M_158_2,M_158_2.mp4_sec_0005.jpg,10,210.8773,110.8773,164.8773
M_158_2,M_158_2.mp4_sec_0006.jpg,1,211.6556,112.3829,165.2772
M_158_2,M_158_2.mp4_sec_0006.jpg,2,212.0015,112.0015,166.0015
M_158_2,M_158_2.mp4_sec_0006.jpg,3,211.3925,112.2934,164.83
M_158_2,M_158_2.mp4_sec_0006.jpg,4,211.4915,113.4678,163.5395
M_158_2,M_158_2.mp4_sec_0006.jpg,5,211.7871,112.2129,165.5743
M_158_2,M_158_2.mp4_sec_0006.jpg,6,211.5868,112.3703,164.833
M_158_2,M_158_2.mp4_sec_0006.jpg,7,212.1286,111.1116,165.3052
M_158_2,M_158_2.mp4_sec_0006.jpg,8,211.4612,113.4486,163.7753
M_158_2,M_158_2.mp4_sec_0006.jpg,9,212.1345,111.884,165.9675
M_158_2,M_158_2.mp4_sec_0006.jpg,10,211.4464,111.4464,165.4464
M_158_2,M_158_2.mp4_sec_0007.jpg,1,211.4967,120.0931,171.337
M_158_2,M_158_2.mp4_sec_0007.jpg,2,212.7347,111.3836,165.8359
M_158_2,M_158_2.mp4_sec_0007.jpg,3,211.5905,112.4095,165.1811
M_158_2,M_158_2.mp4_sec_0007.jpg,4,212.2365,111.9305,165.8078
M_158_2,M_158_2.mp4_sec_0007.jpg,5,212.4257,111.7871,166.0
M_158_2,M_158_2.mp4_sec_0007.jpg,6,212.7576,113.9335,166.4545
M_158_2,M_158_2.mp4_sec_0007.jpg,7,209.9638,110.629,163.6312
M_158_2,M_158_2.mp4_sec_0007.jpg,8,211.6319,111.6319,165.6319
M_158_2,M_158_2.mp4_sec_0007.jpg,9,212.4649,115.7753,166.9239
M_158_2,M_158_2.mp4_sec_0007.jpg,10,211.2661,112.2772,164.3156
M_158_2,M_158_2.mp4_sec_0008.jpg,1,211.6009,114.7546,165.6652
M_158_2,M_158_2.mp4_sec_0008.jpg,2,211.0857,110.8367,164.9202
M_158_2,M_158_2.mp4_sec_0008.jpg,3,214.0495,115.5292,167.3097
M_158_2,M_158_2.mp4_sec_0008.jpg,4,211.4767,113.8211,164.7546
M_158_2,M_158_2.mp4_sec_0008.jpg,5,212.1323,113.0103,165.7095
M_158_2,M_158_2.mp4_sec_0008.jpg,6,213.1892,115.4848,167.337
M_158_2,M_158_2.mp4_sec_0008.jpg,7,211.5366,113.6031,164.085
M_158_2,M_158_2.mp4_sec_0008.jpg,8,211.4797,111.4797,165.4797
M_158_2,M_158_2.mp4_sec_0008.jpg,9,209.0,111.0,162.0
M_158_2,M_158_2.mp4_sec_0008.jpg,10,210.3385,112.3385,163.3385
M_158_2,M_158_2.mp4_sec_0009.jpg,1,211.8914,112.1293,165.7206
M_158_2,M_158_2.mp4_sec_0009.jpg,2,211.0399,110.7827,164.8684
M_158_2,M_158_2.mp4_sec_0009.jpg,3,209.1626,111.1626,162.1626
M_158_2,M_158_2.mp4_sec_0009.jpg,4,209.3112,111.3112,162.3112
M_158_2,M_158_2.mp4_sec_0009.jpg,5,211.7672,112.6837,165.5277
M_158_2,M_158_2.mp4_sec_0009.jpg,6,211.6504,112.748,165.3341
M_158_2,M_158_2.mp4_sec_0009.jpg,7,212.4523,116.2594,166.7894
M_158_2,M_158_2.mp4_sec_0009.jpg,8,213.3466,111.3178,166.0
M_158_2,M_158_2.mp4_sec_0009.jpg,9,210.6075,110.6075,164.6075
M_158_2,M_158_2.mp4_sec_0009.jpg,10,209.0089,111.0089,162.0089
M_158_2,M_158_2.mp4_sec_0010.jpg,1,211.2816,113.2609,164.2919
M_158_2,M_158_2.mp4_sec_0010.jpg,2,212.2077,110.9882,165.3991
M_158_2,M_158_2.mp4_sec_0010.jpg,3,211.3969,113.963,164.6401
M_158_2,M_158_2.mp4_sec_0010.jpg,4,210.935,112.9217,163.9638
M_158_2,M_158_2.mp4_sec_0010.jpg,5,210.3732,112.1338,163.5063
M_158_2,M_158_2.mp4_sec_0010.jpg,6,211.4568,113.5366,164.5455
M_158_2,M_158_2.mp4_sec_0010.jpg,7,212.0089,111.932,165.9586
M_158_2,M_158_2.mp4_sec_0010.jpg,8,211.2077,113.2077,164.2077
M_158_2,M_158_2.mp4_sec_0010.jpg,9,211.8803,112.1197,165.7605
M_158_2,M_158_2.mp4_sec_0010.jpg,10,210.2838,112.0473,163.4686
M_158_2,M_158_2.mp4_sec_0011.jpg,1,212.4435,118.1774,169.0628
M_158_2,M_158_2.mp4_sec_0011.jpg,2,212.235,111.884,165.9911
M_158_2,M_158_2.mp4_sec_0011.jpg,3,211.5388,111.2624,165.2506
M_158_2,M_158_2.mp4_sec_0011.jpg,4,211.2491,111.2727,165.2284
M_158_2,M_158_2.mp4_sec_0011.jpg,5,211.9438,112.0562,165.8877
M_158_2,M_158_2.mp4_sec_0011.jpg,6,211.8744,112.1316,165.7384
M_158_2,M_158_2.mp4_sec_0011.jpg,7,212.4065,112.7938,166.1981
M_158_2,M_158_2.mp4_sec_0011.jpg,8,209.9047,110.1426,163.7413
M_158_2,M_158_2.mp4_sec_0011.jpg,9,211.1626,113.6992,163.6622
M_158_2,M_158_2.mp4_sec_0011.jpg,10,211.2513,113.2542,164.2143
M_158_2,M_158_2.mp4_sec_0012.jpg,1,213.1988,111.4161,166.0133
M_158_2,M_158_2.mp4_sec_0012.jpg,2,211.3333,113.6859,164.6016
M_158_2,M_158_2.mp4_sec_0012.jpg,3,212.0044,112.0399,165.9867
M_158_2,M_158_2.mp4_sec_0012.jpg,4,209.5055,111.1744,162.6674
M_158_2,M_158_2.mp4_sec_0012.jpg,5,211.7044,113.8514,163.2949
M_158_2,M_158_2.mp4_sec_0012.jpg,6,212.3799,111.7206,165.9424
M_158_2,M_158_2.mp4_sec_0012.jpg,7,209.8914,111.85,162.912
M_158_2,M_158_2.mp4_sec_0012.jpg,8,209.2912,111.2203,162.3267
M_158_2,M_158_2.mp4_sec_0012.jpg,9,212.2084,114.7945,165.1249
