,VDO,L*,a*,b*,File_Name,Crop_Index,R,G,B,L_cal,a_cal,b_cal
0,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0000.jpg,1,182.1516,0.2782,21.5209,39.66,64.62,37.13
1,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0000.jpg,2,181.9577,0.1044,22.8832,39.62,64.67,36.27
2,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0000.jpg,3,182.0595,0.1352,24.3736,39.66,64.73,35.43
3,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0000.jpg,4,181.9211,3.7647,31.3951,40.1,63.85,31.66
4,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0000.jpg,5,181.3064,1.6266,26.0628,39.69,64.16,34.4
5,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0001.jpg,1,181.1782,0.7987,24.624,39.56,64.34,35.12
6,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0001.jpg,2,180.781,0.2696,25.7284,39.44,64.45,34.3
7,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0001.jpg,3,182.5005,0.2015,23.8509,39.74,64.79,35.86
8,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0001.jpg,4,182.9337,0.1564,24.0341,39.83,64.91,35.87
9,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0001.jpg,5,181.3253,1.5509,27.4392,39.7,64.24,33.59
10,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0002.jpg,1,182.2919,0.1846,25.1249,39.72,64.79,35.06
11,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0002.jpg,2,181.8178,0.1352,25.0088,39.62,64.7,34.99
12,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0002.jpg,3,182.2363,0.2174,22.8297,39.68,64.7,36.39
13,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0002.jpg,4,181.5145,2.8152,28.3885,39.88,63.93,33.22
14,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0002.jpg,5,181.8817,0.2901,24.8143,39.64,64.66,35.14
15,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0003.jpg,1,183.4493,14.7529,42.672,41.65,61.53,26.69
16,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0003.jpg,2,182.8337,3.3672,28.3115,40.19,64.07,33.68
17,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0003.jpg,3,182.2821,0.6375,29.672,39.82,64.81,32.41
18,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0003.jpg,4,182.5546,0.4044,26.3967,39.81,64.83,34.4
19,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0003.jpg,5,182.6101,0.1588,23.2969,39.76,64.81,36.21
20,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0004.jpg,1,181.7038,0.4919,28.0822,39.67,64.67,33.18
21,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0004.jpg,2,183.4714,2.126,25.737,40.16,64.49,35.23
22,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0004.jpg,3,181.4612,3.4791,30.4407,39.96,63.79,32.07
23,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0004.jpg,4,183.3057,9.8863,37.2639,41.06,62.62,29.27
24,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0004.jpg,5,182.259,0.0745,24.0244,39.69,64.78,35.68
25,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0005.jpg,1,181.9623,3.9722,33.7311,40.16,63.89,30.3
26,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0005.jpg,2,182.4881,2.5194,27.6093,40.03,64.22,33.91
27,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0005.jpg,3,182.078,3.5366,30.0403,40.08,63.9,32.48
28,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0005.jpg,4,182.8857,8.1048,35.5337,40.78,62.96,29.97
29,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0005.jpg,5,181.9689,0.4408,27.8705,39.71,64.73,33.38
30,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0006.jpg,1,181.4444,2.2583,29.3782,39.82,64.12,32.55
31,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0006.jpg,2,180.8835,0.1075,25.4928,39.44,64.51,34.45
32,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0006.jpg,3,182.2392,0.1109,22.5658,39.67,64.72,36.53
33,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0006.jpg,4,183.116,12.1109,39.5114,41.28,62.04,28.15
34,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0006.jpg,5,182.0382,1.8907,27.8386,39.88,64.31,33.58
35,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0007.jpg,1,182.4506,0.0569,22.6215,39.71,64.79,36.55
36,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0007.jpg,2,181.6836,0.3965,24.5227,39.61,64.57,35.27
37,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0007.jpg,3,182.3544,0.3818,22.0778,39.72,64.65,36.88
38,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0007.jpg,4,181.7459,0.4389,27.8671,39.67,64.68,33.32
39,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0007.jpg,5,182.6999,3.7605,30.2651,40.23,63.99,32.54
40,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0008.jpg,1,181.2791,0.2899,27.4113,39.56,64.61,33.44
41,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0008.jpg,2,181.5614,0.2241,26.9071,39.6,64.67,33.81
42,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0008.jpg,3,181.7813,4.0645,30.3051,40.08,63.69,32.3
43,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0008.jpg,4,182.4085,0.2187,26.0984,39.75,64.84,34.52
44,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0008.jpg,5,182.7698,0.1781,24.7253,39.8,64.89,35.42
45,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0009.jpg,1,182.5222,19.112,46.995,41.97,60.3,24.42
46,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0009.jpg,2,182.2797,0.1075,22.4771,39.68,64.73,36.6
47,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0009.jpg,3,181.3197,1.1092,25.3822,39.63,64.3,34.75
48,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0009.jpg,4,182.2899,0.6061,29.8102,39.82,64.82,32.33
49,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0009.jpg,5,180.759,0.1904,25.8871,39.43,64.47,34.2
50,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0010.jpg,1,182.3867,0.0649,22.3922,39.69,64.76,36.67
51,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0010.jpg,2,182.4065,0.05,22.9798,39.7,64.79,36.33
52,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0010.jpg,3,182.7774,0.1976,24.0675,39.8,64.86,35.81
53,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0010.jpg,4,182.0573,0.1134,23.4241,39.64,64.71,35.98
54,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0010.jpg,5,182.5364,0.1299,23.5272,39.74,64.81,36.05
55,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0011.jpg,1,180.9614,0.0747,25.1599,39.44,64.53,34.67
56,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0011.jpg,2,182.2068,0.1016,22.1553,39.66,64.71,36.76
57,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0011.jpg,3,181.1927,0.9879,26.7703,39.61,64.35,33.88
58,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0011.jpg,4,182.3245,0.113,22.2419,39.68,64.73,36.74
59,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0011.jpg,5,182.3273,0.0848,24.7923,39.71,64.82,35.25
60,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0012.jpg,1,182.0361,0.5123,29.0358,39.75,64.77,32.71
61,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0012.jpg,2,182.0111,0.8119,25.2673,39.73,64.54,34.97
62,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0012.jpg,3,182.4328,0.1097,22.3177,39.7,64.76,36.73
63,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0012.jpg,4,182.4235,1.7972,26.3479,39.92,64.37,34.55
64,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0012.jpg,5,180.5583,0.0665,25.2682,39.37,64.44,34.49
65,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0013.jpg,1,181.4367,0.1251,23.5414,39.52,64.57,35.75
66,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0013.jpg,2,181.1976,0.3753,26.4751,39.54,64.53,33.99
67,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0013.jpg,3,182.3377,0.0979,22.0942,39.68,64.73,36.83
68,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0013.jpg,4,182.0048,1.2156,25.6665,39.77,64.43,34.78
69,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0013.jpg,5,180.889,0.1913,25.7618,39.45,64.5,34.31
70,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0014.jpg,1,183.0064,0.1549,24.733,39.85,64.95,35.47
71,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0014.jpg,2,181.4423,0.5725,28.6033,39.63,64.6,32.81
72,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0014.jpg,3,181.3306,0.8709,24.6727,39.6,64.35,35.14
73,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0014.jpg,4,181.8119,0.0894,23.3079,39.59,64.66,35.98
74,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0014.jpg,5,180.6918,1.4121,28.4985,39.57,64.17,32.77
75,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0015.jpg,1,182.1424,0.0778,22.5216,39.65,64.71,36.53
76,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0015.jpg,2,182.7533,0.169,23.7716,39.79,64.86,35.97
77,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0015.jpg,3,180.4766,0.3042,27.1144,39.4,64.41,33.41
78,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0015.jpg,4,180.4595,0.1095,26.3361,39.36,64.44,33.84
79,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0015.jpg,5,182.2819,0.1648,26.0295,39.72,64.83,34.52
80,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0016.jpg,1,180.8836,2.4252,31.3624,39.76,64.01,31.23
81,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0016.jpg,2,182.3922,0.1416,22.1146,39.7,64.73,36.84
82,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0016.jpg,3,182.5918,0.1635,24.7746,39.77,64.85,35.34
83,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0016.jpg,4,182.2845,0.1375,22.1913,39.68,64.71,36.77
84,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0016.jpg,5,181.5498,0.5196,28.6269,39.65,64.64,32.82
85,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0017.jpg,1,181.2072,13.5664,40.1493,41.08,61.19,27.44
86,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0017.jpg,2,182.6322,0.2181,21.8428,39.75,64.76,37.07
87,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0017.jpg,3,180.6121,0.6325,28.4193,39.48,64.39,32.7
88,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0017.jpg,4,182.6426,0.0737,23.7875,39.76,64.86,35.92
89,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0017.jpg,5,181.8591,0.7625,25.9014,39.7,64.54,34.55
90,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0018.jpg,1,182.114,1.5967,27.7492,39.86,64.41,33.62
91,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0018.jpg,2,182.3527,0.1683,23.0304,39.7,64.75,36.3
92,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0018.jpg,3,181.1238,0.0949,25.3892,39.48,64.57,34.58
93,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0018.jpg,4,182.033,0.1513,22.65,39.63,64.67,36.43
94,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0018.jpg,5,181.6869,4.445,31.2341,40.12,63.59,31.77
95,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0019.jpg,1,182.9168,0.2158,25.2808,39.84,64.93,35.14
96,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0019.jpg,2,181.041,0.2004,26.2562,39.49,64.54,34.05
97,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0019.jpg,3,182.4404,0.1589,23.5652,39.73,64.78,36.01
98,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0019.jpg,4,181.5943,0.9629,26.2515,39.68,64.44,34.29
99,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0019.jpg,5,182.0829,0.0803,22.6875,39.64,64.7,36.42
100,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0020.jpg,1,181.3572,0.2352,27.2261,39.56,64.64,33.57
101,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0020.jpg,2,182.5214,17.4825,44.1733,41.77,60.61,25.89
102,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0020.jpg,3,182.7268,0.2278,24.4443,39.8,64.85,35.58
103,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0020.jpg,4,182.4454,0.4337,26.4193,39.79,64.79,34.36
104,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0020.jpg,5,181.3285,0.0525,24.1722,39.5,64.59,35.34
105,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0021.jpg,1,181.3576,0.2096,26.1479,39.55,64.61,34.21
106,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0021.jpg,2,181.8606,0.2015,23.7538,39.62,64.65,35.75
107,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0021.jpg,3,181.8862,0.1815,23.5155,39.62,64.65,35.89
108,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0021.jpg,4,181.0298,0.6551,27.5242,39.55,64.45,33.35
109,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0021.jpg,5,182.0057,0.1144,23.5744,39.64,64.7,35.88
110,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0022.jpg,1,182.2235,0.0808,23.0825,39.67,64.74,36.22
111,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0022.jpg,2,182.23,0.1062,21.9314,39.66,64.7,36.9
112,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0022.jpg,3,181.7164,0.3809,27.9867,39.66,64.7,33.23
113,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0022.jpg,4,181.2647,9.587,36.8843,40.64,62.2,28.91
114,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0022.jpg,5,180.8486,2.542,31.559,39.76,63.98,31.12
115,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0023.jpg,1,183.3576,7.2936,34.2,40.77,63.25,30.79
116,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0023.jpg,2,181.2565,0.4462,28.4801,39.58,64.59,32.82
117,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0023.jpg,3,182.3566,0.1184,23.6133,39.71,64.78,35.95
118,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0023.jpg,4,181.7297,0.5776,28.4456,39.69,64.66,32.99
119,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0023.jpg,5,182.0015,0.2135,21.8276,39.63,64.62,36.91
120,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0024.jpg,1,182.0606,2.6399,28.641,39.97,64.12,33.2
121,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0024.jpg,2,181.8738,0.8576,25.6202,39.71,64.51,34.73
122,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0024.jpg,3,181.081,0.1961,26.9032,39.5,64.58,33.68
123,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0024.jpg,4,180.731,0.0986,25.0554,39.4,64.47,34.67
124,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0024.jpg,5,180.9307,0.1852,26.0549,39.46,64.52,34.14
125,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0025.jpg,1,181.5718,0.5018,28.5006,39.65,64.65,32.9
126,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0025.jpg,2,182.3092,8.408,35.4504,40.7,62.73,29.9
127,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0025.jpg,3,182.6771,13.6449,41.1416,41.37,61.57,27.25
128,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0025.jpg,4,182.8912,12.3492,40.1277,41.27,61.95,27.76
129,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0025.jpg,5,182.4319,0.1205,23.0007,39.71,64.78,36.33
130,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0026.jpg,1,181.8929,4.1008,33.6339,40.15,63.83,30.36
131,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0026.jpg,2,182.2208,17.9027,44.8015,41.77,60.45,25.49
132,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0026.jpg,3,182.6539,0.1525,24.0997,39.77,64.85,35.75
133,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0026.jpg,4,182.2984,0.0489,22.3184,39.67,64.75,36.69
134,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0026.jpg,5,182.6699,16.5681,44.5957,41.71,60.92,25.57
135,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0027.jpg,1,183.2505,3.4049,28.6358,40.28,64.16,33.61
136,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0027.jpg,2,181.805,0.471,29.0988,39.7,64.73,32.61
137,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0027.jpg,3,182.7258,0.1479,24.8156,39.79,64.89,35.35
138,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0027.jpg,4,182.4518,0.1404,23.7158,39.73,64.8,35.92
139,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0027.jpg,5,181.3686,5.0228,31.801,40.12,63.36,31.41
140,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0028.jpg,1,182.1214,0.1681,22.7698,39.65,64.69,36.39
141,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0028.jpg,2,182.8384,7.6464,34.8666,40.71,63.06,30.3
142,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0028.jpg,3,183.4401,3.4555,28.1168,40.31,64.17,33.97
143,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0028.jpg,4,180.6661,0.2572,27.5186,39.44,64.48,33.21
144,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0028.jpg,5,182.1689,0.17,22.8227,39.66,64.7,36.37
145,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0029.jpg,1,181.8525,0.1088,22.2187,39.59,64.63,36.63
146,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0029.jpg,2,181.5544,0.1564,25.0245,39.57,64.63,34.92
147,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0029.jpg,3,182.4332,3.1205,33.5459,40.16,64.24,30.44
148,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0029.jpg,4,181.1016,3.9748,32.2313,39.97,63.63,30.96
149,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0029.jpg,5,181.329,18.0556,44.0143,41.61,60.14,25.73
150,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0030.jpg,1,182.6954,0.1656,25.5489,39.8,64.9,34.91
151,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0030.jpg,2,180.8548,0.1984,25.6879,39.44,64.48,34.34
152,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0030.jpg,3,183.9059,3.2795,26.8802,40.37,64.29,34.8
153,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0030.jpg,4,182.5022,0.0996,24.854,39.75,64.86,35.26
154,M_136_1,34.53,31.53,16.21,M_136_1.mp4_sec_0030.jpg,5,182.4004,0.1141,22.1306,39.7,64.75,36.83
155,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0000.jpg,1,181.3704,0.1751,24.3012,39.53,64.56,35.29
156,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0000.jpg,2,181.8928,0.2286,22.3799,39.61,64.6,36.56
157,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0000.jpg,3,182.6013,1.2499,24.115,39.88,64.51,35.85
158,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0000.jpg,4,182.8821,0.8569,22.9794,39.88,64.65,36.54
159,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0000.jpg,5,181.806,0.0873,23.0299,39.59,64.65,36.15
160,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0001.jpg,1,180.4847,0.1634,25.7399,39.37,64.41,34.21
161,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0001.jpg,2,180.6524,0.3671,27.6152,39.45,64.45,33.16
162,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0001.jpg,3,181.8719,0.1247,24.7167,39.62,64.7,35.18
163,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0001.jpg,4,181.7401,0.1471,22.586,39.58,64.6,36.39
164,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0001.jpg,5,181.1566,0.1491,23.3638,39.47,64.49,35.78
165,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0002.jpg,1,181.1482,2.5872,27.5665,39.77,63.89,33.58
166,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0002.jpg,2,182.8295,4.9247,31.2846,40.39,63.71,32.1
167,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0002.jpg,3,181.8837,0.0612,24.1049,39.61,64.71,35.53
168,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0002.jpg,4,182.7328,7.2984,34.2722,40.65,63.11,30.58
169,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0002.jpg,5,180.2132,0.0595,25.6852,39.3,64.38,34.15
170,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0003.jpg,1,182.2291,0.1225,23.6727,39.68,64.75,35.89
171,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0003.jpg,2,180.6085,0.3981,27.4437,39.44,64.43,33.26
172,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0003.jpg,3,181.7707,3.0345,29.45,39.97,63.96,32.69
173,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0003.jpg,4,182.5461,2.6762,26.7238,40.04,64.15,34.46
174,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0003.jpg,5,181.7333,0.2614,23.2471,39.59,64.58,36.02
175,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0004.jpg,1,180.4791,12.5748,38.2843,40.82,61.21,28.23
176,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0004.jpg,2,180.9881,0.1418,23.1972,39.43,64.45,35.84
177,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0004.jpg,3,182.4033,0.1939,23.8419,39.72,64.77,35.84
178,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0004.jpg,4,181.5946,0.0552,22.9362,39.54,64.61,36.14
179,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0004.jpg,5,181.2999,2.7878,31.1744,39.87,63.99,31.5
180,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0005.jpg,1,181.3439,0.5276,27.7682,39.6,64.56,33.28
181,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0005.jpg,2,181.1628,0.4147,25.552,39.52,64.48,34.53
182,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0005.jpg,3,181.9414,0.2116,26.6413,39.67,64.75,34.07
183,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0005.jpg,4,180.9535,0.1619,25.0069,39.45,64.5,34.77
184,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0005.jpg,5,181.5721,5.1033,34.5418,40.21,63.49,29.85
185,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0006.jpg,1,182.0546,0.1583,24.8293,39.66,64.74,35.16
186,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0006.jpg,2,181.9005,0.6015,22.4761,39.65,64.5,36.55
187,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0006.jpg,3,181.9321,2.8569,29.462,39.98,64.05,32.7
188,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0006.jpg,4,180.9609,0.4345,25.7402,39.49,64.44,34.37
189,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0006.jpg,5,182.3112,0.2516,25.5599,39.73,64.79,34.81
190,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0007.jpg,1,181.1428,1.6908,27.8315,39.68,64.17,33.32
191,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0007.jpg,2,180.8616,2.5414,31.2198,39.76,63.97,31.33
192,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0007.jpg,3,180.6891,0.1152,24.2605,39.39,64.43,35.13
193,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0007.jpg,4,182.153,0.188,25.9098,39.7,64.79,34.56
194,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0007.jpg,5,181.1588,1.4091,26.5305,39.64,64.21,34.06
195,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0008.jpg,1,181.2382,3.2204,28.6406,39.87,63.75,33.04
196,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0008.jpg,2,181.1066,0.1264,23.9236,39.46,64.51,35.44
197,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0008.jpg,3,179.4297,0.5118,27.4163,39.22,64.13,32.97
198,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0008.jpg,4,181.7255,0.0549,22.5006,39.56,64.62,36.43
199,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0008.jpg,5,180.3433,10.0927,35.0834,40.49,61.76,29.79
200,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0009.jpg,1,181.2241,0.3322,26.8061,39.54,64.56,33.79
201,M_136_2,34.6,31.67,16.19,M_136_2.mp4_sec_0009.jpg,2,181.1909,0.0895,25.7779,39.5,64.6,34.37
